hour,DR-1
h639,0
h640,0
h641,1
h642,1
h643,1
h644,1
h645,1
h646,1
h647,1
h648,0
h649,0
h650,0
h651,0
h652,0
h653,0
h654,0
h655,0
h656,0
h657,0
h658,0
h659,0
h660,0
h661,0
h662,0
h663,0
h664,0
h665,1
h666,1
h667,1
h668,1
h669,1
h670,1
h671,1
h672,0
h673,0
h674,0
h675,0
h676,0
h677,0
h678,0
h679,0
h680,0
h681,0
h682,0
h683,0
h684,0
h685,0
h686,0
h687,0
h688,0
h689,1
h690,1
h691,1
h692,1
h693,1
h694,1
h695,1
h696,0
h697,0
h698,0
h699,0
h700,0
h701,0
h702,0
h703,0
h704,0
h705,0
h706,0
h707,0
h708,0
h709,0
h710,0
h711,0
h712,0
h713,1
h714,1
h715,1
h716,1
h717,1
h718,1
h719,1
h720,0
h721,0
h722,0
h723,0
h724,0
h725,0
h726,0
h727,0
h728,0
h729,0
h730,0
h731,0
h732,0
h733,0
h734,0
h735,0
h736,0
h737,1
h738,1
h739,1
h740,1
h741,1
h742,1
h743,1
h744,0
h745,0
h746,0
h747,0
h748,0
h749,0
h750,0
h751,0
h752,0
h753,0
h754,0
h755,0
h756,0
h757,0
h758,0
h759,0
h760,0
h761,1
h762,1
h763,1
h764,1
h765,1
h766,1
h767,1
h768,0
h769,0
h770,0
h771,0
h772,0
h773,0
h774,0
h775,0
h776,0
h777,0
h778,0
h779,0
h780,0
h781,0
h782,0
h783,0
h784,0
h785,1
h786,1
h787,1
h788,1
h789,1
h790,1
h791,1
h792,0
h793,0
h794,0
h795,0
h796,0
h797,0
h798,0
h799,0
h800,0
h801,0
h802,0
h803,0
h804,0
h805,0
h806,0
h807,0
h808,0
h809,1
h810,1
h811,1
h812,1
h813,1
h814,1
h815,1
h816,0
h817,0
h818,0
h819,0
h820,0
h821,0
h822,0
h823,0
h824,0
h825,0
h826,0
h827,0
h828,0
h829,0
h830,0
h831,0
h832,0
h833,1
h834,1
h835,1
h836,1
h837,1
h838,1
h839,1
h840,0
h841,0
h842,0
h843,0
h844,0
h845,0
h846,0
h847,0
h848,0
h849,0
h850,0
h851,0
