x1,x2,x3,x4,x5
1.2,0.9,1.2,0.8,0.8
1.2,0.9,1.2,0.8,0.8
1.2,0.9,1.2,0.8,0.8
1.2,0.9,1.2,0.8,0.8
1.2,0.9,1.2,0.8,0.8
1.2,0.9,1.2,0.8,0.8
1.2,0.9,1.2,0.8,0.8
1.2,0.9,1.2,0.8,0.8
1.2,0.9,1.2,0.8,0.8
1.2,0.9,1.2,0.8,0.8
1.2,0.9,1.2,0.8,0.8
1.2,0.9,1.2,0.8,0.8
1.2,0.9,1.2,0.8,0.8
1.2,0.9,1.2,0.8,0.8
1.2,0.9,1.2,0.8,0.8
1.2,0.9,1.2,0.8,0.8
1.2,0.9,1.2,0.8,0.8
1.2,0.9,1.2,0.8,0.8
1.2,0.9,1.2,0.8,0.8
1.2,0.9,1.2,0.8,0.8
1.2,0.9,1.2,0.8,0.8
1.2,0.9,1.2,0.8,0.8
1.2,0.9,1.2,0.8,0.8
1.2,0.9,1.2,0.8,0.8
1.1,1.1,0.9,1.0,0.8
1.1,1.1,0.9,1.0,0.8
1.1,1.1,0.9,1.0,0.8
1.1,1.1,0.9,1.0,0.8
1.1,1.1,0.9,1.0,0.8
1.1,1.1,0.9,1.0,0.8
1.1,1.1,0.9,1.0,0.8
1.1,1.1,0.9,1.0,0.8
1.1,1.1,0.9,1.0,0.8
1.1,1.1,0.9,1.0,0.8
1.1,1.1,0.9,1.0,0.8
1.1,1.1,0.9,1.0,0.8
1.1,1.1,0.9,1.0,0.8
1.1,1.1,0.9,1.0,0.8
1.1,1.1,0.9,1.0,0.8
1.1,1.1,0.9,1.0,0.8
1.1,1.1,0.9,1.0,0.8
1.1,1.1,0.9,1.0,0.8
1.1,1.1,0.9,1.0,0.8
1.1,1.1,0.9,1.0,0.8
1.1,1.1,0.9,1.0,0.8
1.1,1.1,0.9,1.0,0.8
1.1,1.1,0.9,1.0,0.8
1.1,1.1,0.9,1.0,0.8
1.1,0.8,0.9,1.2,0.8
1.1,0.8,0.9,1.2,0.8
1.1,0.8,0.9,1.2,0.8
1.1,0.8,0.9,1.2,0.8
1.1,0.8,0.9,1.2,0.8
1.1,0.8,0.9,1.2,0.8
1.1,0.8,0.9,1.2,0.8
1.1,0.8,0.9,1.2,0.8
1.1,0.8,0.9,1.2,0.8
1.1,0.8,0.9,1.2,0.8
1.1,0.8,0.9,1.2,0.8
1.1,0.8,0.9,1.2,0.8
1.1,0.8,0.9,1.2,0.8
1.1,0.8,0.9,1.2,0.8
1.1,0.8,0.9,1.2,0.8
1.1,0.8,0.9,1.2,0.8
1.1,0.8,0.9,1.2,0.8
1.1,0.8,0.9,1.2,0.8
1.1,0.8,0.9,1.2,0.8
1.1,0.8,0.9,1.2,0.8
1.1,0.8,0.9,1.2,0.8
1.1,0.8,0.9,1.2,0.8
1.1,0.8,0.9,1.2,0.8
1.1,0.8,0.9,1.2,0.8
1.2,0.8,1.1,1.2,0.8
1.2,0.8,1.1,1.2,0.8
1.2,0.8,1.1,1.2,0.8
1.2,0.8,1.1,1.2,0.8
1.2,0.8,1.1,1.2,0.8
1.2,0.8,1.1,1.2,0.8
1.2,0.8,1.1,1.2,0.8
1.2,0.8,1.1,1.2,0.8
1.2,0.8,1.1,1.2,0.8
1.2,0.8,1.1,1.2,0.8
1.2,0.8,1.1,1.2,0.8
1.2,0.8,1.1,1.2,0.8
1.2,0.8,1.1,1.2,0.8
1.2,0.8,1.1,1.2,0.8
1.2,0.8,1.1,1.2,0.8
1.2,0.8,1.1,1.2,0.8
1.2,0.8,1.1,1.2,0.8
1.2,0.8,1.1,1.2,0.8
1.2,0.8,1.1,1.2,0.8
1.2,0.8,1.1,1.2,0.8
1.2,0.8,1.1,1.2,0.8
1.2,0.8,1.1,1.2,0.8
1.2,0.8,1.1,1.2,0.8
1.2,0.8,1.1,1.2,0.8
1.1,1.2,1.2,1.0,1.1
1.1,1.2,1.2,1.0,1.1
1.1,1.2,1.2,1.0,1.1
1.1,1.2,1.2,1.0,1.1
1.1,1.2,1.2,1.0,1.1
1.1,1.2,1.2,1.0,1.1
1.1,1.2,1.2,1.0,1.1
1.1,1.2,1.2,1.0,1.1
1.1,1.2,1.2,1.0,1.1
1.1,1.2,1.2,1.0,1.1
1.1,1.2,1.2,1.0,1.1
1.1,1.2,1.2,1.0,1.1
1.1,1.2,1.2,1.0,1.1
1.1,1.2,1.2,1.0,1.1
1.1,1.2,1.2,1.0,1.1
1.1,1.2,1.2,1.0,1.1
1.1,1.2,1.2,1.0,1.1
1.1,1.2,1.2,1.0,1.1
1.1,1.2,1.2,1.0,1.1
1.1,1.2,1.2,1.0,1.1
1.1,1.2,1.2,1.0,1.1
1.1,1.2,1.2,1.0,1.1
1.1,1.2,1.2,1.0,1.1
1.1,1.2,1.2,1.0,1.1
1.1,1.2,1.2,1.0,1.1
