x1,x2,x3,x4,x5
1.0,0.7,0.85,0.7,0.7
1.0,0.7,0.85,0.7,0.7
1.0,0.7,0.85,0.7,0.7
1.0,0.7,0.85,0.7,0.7
1.0,0.7,0.85,0.7,0.7
1.0,0.7,0.85,0.7,0.7
1.0,0.7,0.85,0.7,0.7
1.0,0.7,0.85,0.7,0.7
1.0,0.7,0.85,0.7,0.7
1.0,0.7,0.85,0.7,0.7
1.0,0.7,0.85,0.7,0.7
1.0,0.7,0.85,0.7,0.7
1.0,0.7,0.85,0.7,0.7
1.0,0.7,0.85,0.7,0.7
1.0,0.7,0.85,0.7,0.7
1.0,0.7,0.85,0.7,0.7
1.0,0.7,0.85,0.7,0.7
1.0,0.7,0.85,0.7,0.7
1.0,0.7,0.85,0.7,0.7
1.0,0.7,0.85,0.7,0.7
1.0,0.7,0.85,0.7,0.7
1.0,0.7,0.85,0.7,0.7
1.0,0.7,0.85,0.7,0.7
1.0,0.7,0.85,0.7,0.7
1.3,1.15,1.15,1.0,0.7
1.3,1.15,1.15,1.0,0.7
1.3,1.15,1.15,1.0,0.7
1.3,1.15,1.15,1.0,0.7
1.3,1.15,1.15,1.0,0.7
1.3,1.15,1.15,1.0,0.7
1.3,1.15,1.15,1.0,0.7
1.3,1.15,1.15,1.0,0.7
1.3,1.15,1.15,1.0,0.7
1.3,1.15,1.15,1.0,0.7
1.3,1.15,1.15,1.0,0.7
1.3,1.15,1.15,1.0,0.7
1.3,1.15,1.15,1.0,0.7
1.3,1.15,1.15,1.0,0.7
1.3,1.15,1.15,1.0,0.7
1.3,1.15,1.15,1.0,0.7
1.3,1.15,1.15,1.0,0.7
1.3,1.15,1.15,1.0,0.7
1.3,1.15,1.15,1.0,0.7
1.3,1.15,1.15,1.0,0.7
1.3,1.15,1.15,1.0,0.7
1.3,1.15,1.15,1.0,0.7
1.3,1.15,1.15,1.0,0.7
1.3,1.15,1.15,1.0,0.7
1.3,1.0,1.15,1.15,1.15
1.3,1.0,1.15,1.15,1.15
1.3,1.0,1.15,1.15,1.15
1.3,1.0,1.15,1.15,1.15
1.3,1.0,1.15,1.15,1.15
1.3,1.0,1.15,1.15,1.15
1.3,1.0,1.15,1.15,1.15
1.3,1.0,1.15,1.15,1.15
1.3,1.0,1.15,1.15,1.15
1.3,1.0,1.15,1.15,1.15
1.3,1.0,1.15,1.15,1.15
1.3,1.0,1.15,1.15,1.15
1.3,1.0,1.15,1.15,1.15
1.3,1.0,1.15,1.15,1.15
1.3,1.0,1.15,1.15,1.15
1.3,1.0,1.15,1.15,1.15
1.3,1.0,1.15,1.15,1.15
1.3,1.0,1.15,1.15,1.15
1.3,1.0,1.15,1.15,1.15
1.3,1.0,1.15,1.15,1.15
1.3,1.0,1.15,1.15,1.15
1.3,1.0,1.15,1.15,1.15
1.3,1.0,1.15,1.15,1.15
1.3,1.0,1.15,1.15,1.15
1.3,1.15,0.7,0.7,0.7
1.3,1.15,0.7,0.7,0.7
1.3,1.15,0.7,0.7,0.7
1.3,1.15,0.7,0.7,0.7
1.3,1.15,0.7,0.7,0.7
1.3,1.15,0.7,0.7,0.7
1.3,1.15,0.7,0.7,0.7
1.3,1.15,0.7,0.7,0.7
1.3,1.15,0.7,0.7,0.7
1.3,1.15,0.7,0.7,0.7
1.3,1.15,0.7,0.7,0.7
1.3,1.15,0.7,0.7,0.7
1.3,1.15,0.7,0.7,0.7
1.3,1.15,0.7,0.7,0.7
1.3,1.15,0.7,0.7,0.7
1.3,1.15,0.7,0.7,0.7
1.3,1.15,0.7,0.7,0.7
1.3,1.15,0.7,0.7,0.7
1.3,1.15,0.7,0.7,0.7
1.3,1.15,0.7,0.7,0.7
1.3,1.15,0.7,0.7,0.7
1.3,1.15,0.7,0.7,0.7
1.3,1.15,0.7,0.7,0.7
1.3,1.15,0.7,0.7,0.7
1.3,1.15,0.7,0.7,0.7
1.3,1.15,0.7,0.7,0.7
1.3,1.15,0.7,0.7,0.7
1.3,1.15,0.7,0.7,0.7
1.3,1.15,0.7,0.7,0.7
1.3,1.15,0.7,0.7,0.7
1.3,1.15,0.7,0.7,0.7
