x1,x2,x3,x4,x5
0.9,0.9,1.0,1.1,0.9
0.9,0.9,1.0,1.1,0.9
0.9,0.9,1.0,1.1,0.9
0.9,0.9,1.0,1.1,0.9
0.9,0.9,1.0,1.1,0.9
0.9,0.9,1.0,1.1,0.9
0.9,0.9,1.0,1.1,0.9
0.9,0.9,1.0,1.1,0.9
0.9,0.9,1.0,1.1,0.9
0.9,0.9,1.0,1.1,0.9
0.9,0.9,1.0,1.1,0.9
0.9,0.9,1.0,1.1,0.9
0.9,0.9,1.0,1.1,0.9
0.9,0.9,1.0,1.1,0.9
0.9,0.9,1.0,1.1,0.9
0.9,0.9,1.0,1.1,0.9
0.9,0.9,1.0,1.1,0.9
0.9,0.9,1.0,1.1,0.9
0.9,0.9,1.0,1.1,0.9
0.9,0.9,1.0,1.1,0.9
0.9,0.9,1.0,1.1,0.9
0.9,0.9,1.0,1.1,0.9
0.9,0.9,1.0,1.1,0.9
0.9,0.9,1.0,1.1,0.9
1.05,0.95,1.0,0.95,1.1
1.05,0.95,1.0,0.95,1.1
1.05,0.95,1.0,0.95,1.1
1.05,0.95,1.0,0.95,1.1
1.05,0.95,1.0,0.95,1.1
1.05,0.95,1.0,0.95,1.1
1.05,0.95,1.0,0.95,1.1
1.05,0.95,1.0,0.95,1.1
1.05,0.95,1.0,0.95,1.1
1.05,0.95,1.0,0.95,1.1
1.05,0.95,1.0,0.95,1.1
1.05,0.95,1.0,0.95,1.1
1.05,0.95,1.0,0.95,1.1
1.05,0.95,1.0,0.95,1.1
1.05,0.95,1.0,0.95,1.1
1.05,0.95,1.0,0.95,1.1
1.05,0.95,1.0,0.95,1.1
1.05,0.95,1.0,0.95,1.1
1.05,0.95,1.0,0.95,1.1
1.05,0.95,1.0,0.95,1.1
1.05,0.95,1.0,0.95,1.1
1.05,0.95,1.0,0.95,1.1
1.05,0.95,1.0,0.95,1.1
1.05,0.95,1.0,0.95,1.1
0.9,1.0,0.9,1.0,1.1
0.9,1.0,0.9,1.0,1.1
0.9,1.0,0.9,1.0,1.1
0.9,1.0,0.9,1.0,1.1
0.9,1.0,0.9,1.0,1.1
0.9,1.0,0.9,1.0,1.1
0.9,1.0,0.9,1.0,1.1
0.9,1.0,0.9,1.0,1.1
0.9,1.0,0.9,1.0,1.1
0.9,1.0,0.9,1.0,1.1
0.9,1.0,0.9,1.0,1.1
0.9,1.0,0.9,1.0,1.1
0.9,1.0,0.9,1.0,1.1
0.9,1.0,0.9,1.0,1.1
0.9,1.0,0.9,1.0,1.1
0.9,1.0,0.9,1.0,1.1
0.9,1.0,0.9,1.0,1.1
0.9,1.0,0.9,1.0,1.1
0.9,1.0,0.9,1.0,1.1
0.9,1.0,0.9,1.0,1.1
0.9,1.0,0.9,1.0,1.1
0.9,1.0,0.9,1.0,1.1
0.9,1.0,0.9,1.0,1.1
0.9,1.0,0.9,1.0,1.1
1.0,0.9,1.1,1.1,0.9
1.0,0.9,1.1,1.1,0.9
1.0,0.9,1.1,1.1,0.9
1.0,0.9,1.1,1.1,0.9
1.0,0.9,1.1,1.1,0.9
1.0,0.9,1.1,1.1,0.9
1.0,0.9,1.1,1.1,0.9
1.0,0.9,1.1,1.1,0.9
1.0,0.9,1.1,1.1,0.9
1.0,0.9,1.1,1.1,0.9
1.0,0.9,1.1,1.1,0.9
1.0,0.9,1.1,1.1,0.9
1.0,0.9,1.1,1.1,0.9
1.0,0.9,1.1,1.1,0.9
1.0,0.9,1.1,1.1,0.9
1.0,0.9,1.1,1.1,0.9
1.0,0.9,1.1,1.1,0.9
1.0,0.9,1.1,1.1,0.9
1.0,0.9,1.1,1.1,0.9
1.0,0.9,1.1,1.1,0.9
1.0,0.9,1.1,1.1,0.9
1.0,0.9,1.1,1.1,0.9
1.0,0.9,1.1,1.1,0.9
1.0,0.9,1.1,1.1,0.9
1.1,1.0,1.0,1.1,1.1
1.1,1.0,1.0,1.1,1.1
1.1,1.0,1.0,1.1,1.1
1.1,1.0,1.0,1.1,1.1
1.1,1.0,1.0,1.1,1.1
1.1,1.0,1.0,1.1,1.1
1.1,1.0,1.0,1.1,1.1
1.1,1.0,1.0,1.1,1.1
1.1,1.0,1.0,1.1,1.1
1.1,1.0,1.0,1.1,1.1
1.1,1.0,1.0,1.1,1.1
1.1,1.0,1.0,1.1,1.1
1.1,1.0,1.0,1.1,1.1
1.1,1.0,1.0,1.1,1.1
1.1,1.0,1.0,1.1,1.1
1.1,1.0,1.0,1.1,1.1
1.1,1.0,1.0,1.1,1.1
1.1,1.0,1.0,1.1,1.1
1.1,1.0,1.0,1.1,1.1
1.1,1.0,1.0,1.1,1.1
1.1,1.0,1.0,1.1,1.1
1.1,1.0,1.0,1.1,1.1
1.1,1.0,1.0,1.1,1.1
1.1,1.0,1.0,1.1,1.1
1.1,1.0,1.0,1.1,1.1
